id,identificador,ubicacion,latitud,longitud,municipio_id,provincia_id,id_departamento,error
913,SCR016-01,,-47.025.900,-67.247.908,SCR016,AR-Z,1607,'SCR016' is not in list
798,SCR016-02,,-47.184.491,-67.142.626,SCR016,AR-Z,1607,'SCR016' is not in list
334,COR019-01,,-28.172.889,-55.651.056,COR019,AR-W,1425,'COR019' is not in list
1026,CBA380-01,,0,0,CBA380,AR-X,1382,'CBA380' is not in list
929,MZA003-01,Punto Digital,-32.914.748,-68.754.544,MZA003,AR-M,1517,'MZA003' is not in list
153,MZA003-02,Mdza - Guaymallen,-32.899.573,-68.788.042,MZA003,AR-M,1517,'MZA003' is not in list
1285,SFE182-01,,0,0,SFE182,AR-S,1685,'SFE182' is not in list
1091,BUE043-01,,-36.022.218,-60.014.617,BUE043,AR-B,1237,'BUE043' is not in list
604,CBA277-01,Dependencia Municipal,-32.247.500,-63.652.556,CBA277,AR-X,1388,'CBA277' is not in list
883,BUE089-01,,-35.553.842,-60.560.544,BUE089,AR-B,1284,'BUE089' is not in list
417,BUE089-02,Parque GraSM.,-35.438.139,-60.878.167,BUE089,AR-B,1284,'BUE089' is not in list
881,BUE089-03,,-35.607.681,-60.917.092,BUE089,AR-B,1284,'BUE089' is not in list
357,BUE089-04,Plaza Municipio,-35.444.056,-60.884.778,BUE089,AR-B,1284,'BUE089' is not in list
418,BUE089-05,Plaza,-35.449.028,-60.897.917,BUE089,AR-B,1284,'BUE089' is not in list
882,BUE089-06,,-35.237.794,-60.824.925,BUE089,AR-B,1284,'BUE089' is not in list
416,BUE089-07,Plaza Esc Comer,-35.450.667,-60.882.917,BUE089,AR-B,1284,'BUE089' is not in list
419,BUE089-08,Plaza Espana,-35.437.917,-60.881.611,BUE089,AR-B,1284,'BUE089' is not in list
1193,ERI037-01,,0,0,ERI037,AR-E,1435,'ERI037' is not in list
395,ERI037-02,Nogoya - Pza Francisco Ramirez,-32.396.826,-59.795.364,ERI037,AR-E,1435,'ERI037' is not in list
938,ERI037-03,Punto Digital,-32.391.618,-59.799.701,ERI037,AR-E,1435,'ERI037' is not in list
394,ERI037-04,Paseo de Los Puentes,-32.395.555,-59.759.957,ERI037,AR-E,1435,'ERI037' is not in list
323,MIS028-01,C.I.C,-27.000.000,-55.000.000,MIS028,AR-N,1536,'MIS028' is not in list
660,CHU008-01,Comuna,-43.000.000,-70.000.000,CHU008,AR-U,1368,'CHU008' is not in list
306,CHA024-01,,-27.330.083,-61.277.694,CHA024,AR-H,1359,'CHA024' is not in list
1268,CHA024-02,Plaza Meson de Fierro,-27.430.083,-61.017.066,CHA024,AR-H,1359,'CHA024' is not in list
558,LAP075-01,Colonia Chica,-37.958.194,-67.825.556,LAP075,AR-L,1494,'LAP075' is not in list
559,LAP075-02,,0,0,LAP075,AR-L,1494,'LAP075' is not in list
369,LAP075-03,Colonia El Sauzal,-37.709.467,-67.742.389,LAP075,AR-L,1494,'LAP075' is not in list
759,RNO028-01,,-41.851.986,-70.901.294,RNO028,AR-R,1576,'RNO028' is not in list
1140,LAP029-01,,0,0,LAP029,AR-L,1477,'LAP029' is not in list
856,SJU017-01,,0,0,SJU017,AR-J,1595,'SJU017' is not in list
783,SJU017-02,,-30.634.528,-67.467.056,SJU017,AR-J,1595,'SJU017' is not in list
927,MIS069-01,Punto Digital,-26.992.889,-54.485.026,MIS069,AR-N,1546,'MIS069' is not in list
765,MIS069-02,C.I.C,-26.983.750,-54.471.167,MIS069,AR-N,1546,'MIS069' is not in list
1181,CHA059-01,,0,0,CHA059,AR-H,1721,'CHA059' is not in list
311,CHA059-02,,-26.870.918,-60.216.161,CHA059,AR-H,1721,'CHA059' is not in list
1132,CHA059-03,,0,0,CHA059,AR-H,1721,'CHA059' is not in list
1159,BUE007-01,,0,0,BUE007,AR-B,1202,1202 is not in list
483,BUE007-02,Punto Digital,-36.780.431,-59.860.255,BUE007,AR-B,1202,1202 is not in list
1183,CBA171-01,,0,0,CBA171,AR-X,1396,'CBA171' is not in list
1124,CBA171-02,,0,0,CBA171,AR-X,1396,'CBA171' is not in list
1182,CBA171-03,,0,0,CBA171,AR-X,1396,'CBA171' is not in list
1174,SFE033-01,,0,0,SFE033,AR-S,1691,'SFE033' is not in list
1172,SFE033-02,,0,0,SFE033,AR-S,1691,'SFE033' is not in list
1173,SFE033-03,,0,0,SFE033,AR-S,1691,'SFE033' is not in list
645,TUC082-01,,0,0,TUC082,AR-T,1654,'TUC082' is not in list
458,BUE056-01,Zavalia VSAT,-34.894.291,-61.006.454,BUE056,AR-B,1250,'BUE056' is not in list
1147,BUE056-02,,0,0,BUE056,AR-B,1250,'BUE056' is not in list
240,BUE056-03,PD Gral Viamonte,-35.005.763,-61.051.801,BUE056,AR-B,1250,'BUE056' is not in list
1066,BUE056-04,,-34.747.431,-60.988.806,BUE056,AR-B,1250,'BUE056' is not in list
457,BUE056-05,San Emilio VSAT,-35.030.115,-60.864.322,BUE056,AR-B,1250,'BUE056' is not in list
1067,BUE056-06,,-34.742.506,-60.991.765,BUE056,AR-B,1250,'BUE056' is not in list
612,CBA415-01,,-32.234.324,-64.516.742,CBA415,AR-X,1391,'CBA415' is not in list
941,CBA100-01,Punto Digital(Parque educativo Zona Noroeste),-31.315.716,-64.282.980,CBA100,AR-X,1406,'CBA100' is not in list
942,CBA100-02,Punto Digital(Parque educativo Zona Sur),-31.467.620,-64.234.233,CBA100,AR-X,1406,'CBA100' is not in list
103,CBA100-03,Plaza San Martin,-31.416.775,-64.183.668,CBA100,AR-X,1406,'CBA100' is not in list
104,CBA100-04,Plaza de los Presidentes Argentinos Cordobeses  La Industria,-31.408.287,-64.183.825,CBA100,AR-X,1406,'CBA100' is not in list
825,ERI160-01,,-33.013.056,-58.465.528,ERI160,AR-E,1433,'ERI160' is not in list
226,ERI160-02,Pueblo General Belgrano,-31.859.397,-59.030.923,ERI160,AR-E,1433,'ERI160' is not in list
1211,MIS052-01,,0,0,MIS052,AR-N,1541,'MIS052' is not in list
160,MIS052-02,Punto Digital,-26.566.037,-54.769.589,MIS052,AR-N,1541,'MIS052' is not in list
666,CHU028-01,Sede Comunal,-42.620.514,-68.904.394,CHU028,AR-U,1376,'CHU028' is not in list
715,JUJ001-01,Municipalidad,-23.342.417,-66.090.194,JUJ001,AR-Y,1459,'JUJ001' is not in list
769,MZA010-01,�Polideportivo municipal,-35.000.000,-70.000.000,MZA010,AR-M,1524,'MZA010' is not in list
557,MZA010-02,Malargue - El Chacay / escuela rural,-35.000.000,-70.000.000,MZA010,AR-M,1524,'MZA010' is not in list
316,MIS002-01,,0,0,MIS002,AR-N,1534,'MIS002' is not in list
1020,SAL014-01,Punto Digital,-25.077.398,-65.488.602,SAL014,AR-A,1667,'SAL014' is not in list
725,LRJ017-01,Municipalidad,-29.167.194,-67.080.611,LRJ017,AR-F,1513,'LRJ017' is not in list
1060,BUE031-01,,0,0,BUE031,AR-B,1225,'BUE031' is not in list
235,BUE031-02,Cnel Pringles PD,-37.984.453,-61.357.208,BUE031,AR-B,1225,'BUE031' is not in list
620,BUE031-03,Municipalidad,-37.983.137,-61.338.150,BUE031,AR-B,1225,'BUE031' is not in list
484,BUE031-04,Hospital Municipal,-37.976.331,-61.360.979,BUE031,AR-B,1225,'BUE031' is not in list
621,BUE031-05,Esc No.7,-37.982.788,-61.339.934,BUE031,AR-B,1225,'BUE031' is not in list
619,BUE031-06,Municipalidad,-37.985.397,-61.349.953,BUE031,AR-B,1225,'BUE031' is not in list
1139,CAT003-01,,0,0,CAT003,AR-K,1330,'CAT003' is not in list
880,CAT003-02,Aconquija-HTAL,-27.474.795,-66.015.511,CAT003,AR-K,1330,'CAT003' is not in list
869,TUC013-01,Plaza Municipio,-27.032.468,-65.307.074,TUC013,AR-T,1644,'TUC013' is not in list
1254,SAL052-01,,0,0,SAL052,AR-A,1680,'SAL052' is not in list
662,CHU043-01,Puesto de Informacion Turistica,-43.000.000,-71.000.000,CHU043,AR-U,1371,'CHU043' is not in list
969,BUE064-01,Plaza Santa Teresita,-36.532.252,-56.699.393,BUE064,AR-B,1258,'BUE064' is not in list
985,BUE064-02,Las Toninas,-36.488.222,-56.705.167,BUE064,AR-B,1258,'BUE064' is not in list
983,BUE064-03,Mar deTuyu,-36.577.611,-56.694.083,BUE064,AR-B,1258,'BUE064' is not in list
984,BUE064-04,San Clemente deTuyu,-36.577.535,-56.693.884,BUE064,AR-B,1258,'BUE064' is not in list
31,BUE064-05,Costanera y 3,-36.609.167,-56.685.722,BUE064,AR-B,1258,'BUE064' is not in list
35,BUE064-06,Santa Teresita,-36.543.518,-56.688.797,BUE064,AR-B,1258,'BUE064' is not in list
1122,CBA307-01,,0,0,CBA307,AR-X,1398,'CBA307' is not in list
1142,BUE101-01,,0,0,BUE101,AR-B,1296,1296 is not in list
1143,BUE101-02,,0,0,BUE101,AR-B,1296,1296 is not in list
1144,BUE101-03,,0,0,BUE101,AR-B,1296,1296 is not in list
85,BUE101-04,Plaza,-34.770.216,-58.321.618,BUE101,AR-B,1296,1296 is not in list
86,BUE101-05,Punto Digital,-34.770.216,-58.321.618,BUE101,AR-B,1296,1296 is not in list
84,BUE101-06,Punto Digital,-34.747.949,-58.329.872,BUE101,AR-B,1296,1296 is not in list
83,BUE101-07,Estacion de Tren,-34.703.624,-58.295.849,BUE101,AR-B,1296,1296 is not in list
82,BUE101-08,Parque,-34.744.316,-58.261.085,BUE101,AR-B,1296,1296 is not in list
229,BUE014-01,Patio Civico,-34.868.310,-57.883.916,BUE014,AR-B,1208,'BUE014' is not in list
1,BUE014-02,Plaza 17 de Octubre,-34.880.694,-57.869.028,BUE014,AR-B,1208,'BUE014' is not in list
255,ERI005-01,PD Basavilbaso,-32.371.122,-58.878.242,ERI005,AR-E,1436,'ERI005' is not in list
132,ERI005-02,Polideportivo,-32.371.343,-58.887.697,ERI005,AR-E,1436,'ERI005' is not in list
131,ERI005-03,Museo Ferrocarril,-32.373.177,-58.876.369,ERI005,AR-E,1436,'ERI005' is not in list
133,ERI005-04,Pza San Martin,-32.371.013,-58.877.841,ERI005,AR-E,1436,'ERI005' is not in list
1232,CBA218-01,,0,0,CBA218,AR-X,1386,1386 is not in list
110,CBA218-02,Plaza 25 de mayo,-32.659.241,-62.297.118,CBA218,AR-X,1386,1386 is not in list
380,SJU015-01,Municipalidad  - Media Agua,-31.980.667,-68.427.222,SJU015,AR-J,1593,'SJU015' is not in list
397,ERI022-01,,0,0,ERI022,AR-E,1434,'ERI022' is not in list
521,BUE066-01,,-34.913.694,-57.951.194,BUE066,AR-B,1260,'BUE066' is not in list
519,BUE066-02,Punto Digital,-34.889.997,-57.958.288,BUE066,AR-B,1260,'BUE066' is not in list
522,BUE066-03,,-34.913.694,-57.951.194,BUE066,AR-B,1260,'BUE066' is not in list
520,BUE066-04,Republica de los Ninos,-34.913.694,-57.951.194,BUE066,AR-B,1260,'BUE066' is not in list
523,BUE066-05,,-34.913.694,-57.951.194,BUE066,AR-B,1260,'BUE066' is not in list
50,BUE066-06,Punto Digital,-34.908.507,-58.000.000,BUE066,AR-B,1260,'BUE066' is not in list
49,BUE066-07,48 y 7,-34.913.694,-57.951.194,BUE066,AR-B,1260,'BUE066' is not in list
1131,CHA043-01,,0,0,CHA043,AR-H,1364,'CHA043' is not in list
568,TDF003-01,Ushuaia - Puerto / Sector Catamaranes,-54.808.713,-68.304.144,TDF003,AR-V,1642,'TDF003' is not in list
572,TDF003-02,Ushuaia - Puerto / muelle columna 2,-54.808.714,-68.304.145,TDF003,AR-V,1642,'TDF003' is not in list
575,TDF003-03,Puerto Almanza VSAT Arsat,-54.869.533,-67.562.734,TDF003,AR-V,1642,'TDF003' is not in list
570,TDF003-04,Ushuaia - Puerto / Sector Quiebre in,-54.808.712,-68.304.143,TDF003,AR-V,1642,'TDF003' is not in list
573,TDF003-05,Ushuaia - Puerto / muelle columna 5,-54.808.714,-68.304.145,TDF003,AR-V,1642,'TDF003' is not in list
914,TDF003-06,Punto Digital Ushuaia,-54.822.721,-68.350.744,TDF003,AR-V,1642,'TDF003' is not in list
565,TDF003-07,Direccion Provincial puertos,-54.808.713,-68.304.144,TDF003,AR-V,1642,'TDF003' is not in list
571,TDF003-08,Ushuaia - Puerto / Sector Quiebre out,-54.808.713,-68.304.144,TDF003,AR-V,1642,'TDF003' is not in list
574,TDF003-09,Ushuaia - Puerto / muelle columna 4,-54.808.714,-68.304.145,TDF003,AR-V,1642,'TDF003' is not in list
1014,JUJ030-01,Coyaguaima,-22.769.624,-66.440.835,JUJ030,AR-Y,1470,'JUJ030' is not in list
714,JUJ030-02,Mina Pirquitas - Municipalidad,-22.683.556,-66.483.556,JUJ030,AR-Y,1470,'JUJ030' is not in list
732,MZA013-01,San Carlos (Pza San Carlos),-33.772.160,-69.040.690,MZA013,AR-M,1527,'MZA013' is not in list
1011,MZA013-02,Pasaje Rural 3 Esquinas,-33.837.221,-69.067.026,MZA013,AR-M,1527,'MZA013' is not in list
674,MZA013-03,Pareditas,-34.000.000,-69.000.000,MZA013,AR-M,1527,'MZA013' is not in list
792,MZA013-04,San Carlos(Rio Tunuyan),-33.717.179,-69.153.724,MZA013,AR-M,1527,'MZA013' is not in list
731,MZA013-05,San Carlos (La Consulta),-33.733.960,-69.119.956,MZA013,AR-M,1527,'MZA013' is not in list
931,MZA013-06,Punto Digital,-33.773.696,-69.048.596,MZA013,AR-M,1527,'MZA013' is not in list
576,MZA013-07,San Carlos (Pza Salud),-33.776.855,-69.041.806,MZA013,AR-M,1527,'MZA013' is not in list
676,JUJ020-01,Municipalidad,-23.550.138,-64.350.222,JUJ020,AR-Y,1468,'JUJ020' is not in list
1070,RNO037-01,,-41.012.908,-64.163.546,RNO037,AR-R,1573,'RNO037' is not in list
533,RNO037-02,Viedma - Parque de Juegos,-40.805.235,-62.988.920,RNO037,AR-R,1573,'RNO037' is not in list
1133,RNO037-03,,0,0,RNO037,AR-R,1573,'RNO037' is not in list
269,RNO037-04,PD Viedma,-40.816.924,-63.004.267,RNO037,AR-R,1573,'RNO037' is not in list
907,RNO037-05,,-41.044.083,-62.824.194,RNO037,AR-R,1573,'RNO037' is not in list
1134,RNO037-06,,0,0,RNO037,AR-R,1573,'RNO037' is not in list
532,RNO037-07,Viedma - Centro Cultural,-40.815.312,-62.985.135,RNO037,AR-R,1573,'RNO037' is not in list
1305,SAL057-01,,0,0,SAL057,AR-A,1675,'SAL057' is not in list
1150,MIS059-01,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
1153,MIS059-02,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
956,MIS059-03,Punto Digital,-25.618.988,-54.585.441,MIS059,AR-N,1544,'MIS059' is not in list
1151,MIS059-04,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
1154,MIS059-05,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
1149,MIS059-06,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
1152,MIS059-07,,0,0,MIS059,AR-N,1544,'MIS059' is not in list
529,ERI056-01,Nido Viale,-31.866.556,-59.995.889,ERI056,AR-E,1439,'ERI056' is not in list
758,ERI056-02,,0,0,ERI056,AR-E,1439,'ERI056' is not in list
961,SFE271-01,Punto Digital,-31.683.477,-60.937.484,SFE271,AR-S,1700,'SFE271' is not in list
1294,NEU043-01,,0,0,NEU043,AR-Q,1552,'NEU043' is not in list
1235,SAL006-01,,0,0,SAL006,AR-A,1664,'SAL006' is not in list
1236,SAL006-02,,0,0,SAL006,AR-A,1664,'SAL006' is not in list
1234,SAL006-03,,0,0,SAL006,AR-A,1664,'SAL006' is not in list
872,CAB000-01,Cuartino Puerto,-34.591.963,-58.370.257,CAB000,AR-C,,invalid literal for int() with base 10: ''
875,CAB000-02,Cen.Ca.Por,-34.590.891,-58.370.417,CAB000,AR-C,,invalid literal for int() with base 10: ''
