municipio_id,provincia_id,id_departamento,municipio,provincia,departamento ,error
,AR-F,1498,Castro Barros,La Rioja,Castro Barros,El formato del id de municipio no coincide con la provincia
,AR-B,1299,Rivadavia,Buenos Aires,Rivadavia,El formato del id de municipio no coincide con la provincia
,AR-V,1723,Tolhuin,Tierra del Fuego,Tolhuin,El formato del id de municipio no coincide con la provincia
,AR-A,1679,Molinos,Salta,Molinos,El formato del id de municipio no coincide con la provincia
,AR-U,1371,Esquel,Chubut,Futaleufu,El formato del id de municipio no coincide con la provincia
,AR-X,1387,Morteros,Cordoba,San Justo,El formato del id de municipio no coincide con la provincia
,AR-S,1696,Carrizales,Santa Fe,Iriondo,El formato del id de municipio no coincide con la provincia
,AR-W,1409,Tres de Abril,Corrientes,Bella Vista,El formato del id de municipio no coincide con la provincia
,AR-B,1309,San Fernando,Buenos Aires,San Fernando,El formato del id de municipio no coincide con la provincia
,AR-B,1314,San Vicente,Buenos Aires,San Vicente,El formato del id de municipio no coincide con la provincia
,AR-B,1314,San Vicente,Buenos Aires,San Vicente,El formato del id de municipio no coincide con la provincia
,AR-B,1266,Lincoln,Buenos Aires,Lincoln,El formato del id de municipio no coincide con la provincia
,AR-H,1358,El Sauzalito,Chaco,General Guemes,El formato del id de municipio no coincide con la provincia
,AR-N,1538,Santa Ana,Misiones,Candelaria,El formato del id de municipio no coincide con la provincia
,AR-K,1341,Poman,Catamarca,Poman,El formato del id de municipio no coincide con la provincia
,AR-T,1656,Escaba,Tucuman,Juan Bautista Alberdi,El formato del id de municipio no coincide con la provincia
,AR-Z,1611,Perito Moreno,Santa Cruz,Lago Buenos Aires,El formato del id de municipio no coincide con la provincia
,AR-Z,1611,Perito Moreno,Santa Cruz,Lago Buenos Aires,El formato del id de municipio no coincide con la provincia
,AR-B,1259,La Matanza,Buenos Aires,La Matanza,El formato del id de municipio no coincide con la provincia
,AR-M,1522,Lujan de Cuyo,Mendoza,Lujan de Cuyo,El formato del id de municipio no coincide con la provincia
,AR-M,1522,Lujan de Cuyo,Mendoza,Lujan de Cuyo,El formato del id de municipio no coincide con la provincia
,AR-S,1701,Gregoria Perez de denis,Santa Fe,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-X,1391,Los Reartes,Cordoba,Calamuchita,El formato del id de municipio no coincide con la provincia
,AR-S,1701,Tostado,Santa Fe,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-X,1401,Chanar Viejo,Cordoba,Rio Seco,El formato del id de municipio no coincide con la provincia
,AR-S,1686,Alcorta,Santa Fe,Constitucion,El formato del id de municipio no coincide con la provincia
,AR-E,1441,San Jose,Entre Rios,Colon,El formato del id de municipio no coincide con la provincia
,AR-G,1616,Bandera,Santiago del Estero,Belgrano,El formato del id de municipio no coincide con la provincia
,AR-R,1569,Cipolletti,Rio Negro,General Roca,El formato del id de municipio no coincide con la provincia
,AR-R,1569,Cipolletti,Rio Negro,General Roca,El formato del id de municipio no coincide con la provincia
,AR-A,1660,Embarcacion,Salta,General Jose de San Martin,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-B,1203,Bahia Blanca,Buenos Aires,Bahia Blanca,El formato del id de municipio no coincide con la provincia
,AR-G,1638,Santiago del Estero,Santiago del Estero,Capital,El formato del id de municipio no coincide con la provincia
,AR-J,1589,Rivadavia,San Juan,Rivadavia,El formato del id de municipio no coincide con la provincia
,AR-W,1416,Mocoreta,Corrientes,Monte Caseros,El formato del id de municipio no coincide con la provincia
,AR-S,1684,Funes,Santa Fe,Rosario,El formato del id de municipio no coincide con la provincia
,AR-P,1453,Subteniente Perin,Formosa,Patino,El formato del id de municipio no coincide con la provincia
,AR-R,1572,Cona Niyeu,Rio Negro,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital,El formato del id de municipio no coincide con la provincia
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital,El formato del id de municipio no coincide con la provincia
,AR-T,1659,San Miguel de Tucuman,Tucuman,Capital,El formato del id de municipio no coincide con la provincia
,AR-S,1690,San Bernardo (S.J.),Santa Fe,San Justo,El formato del id de municipio no coincide con la provincia
,AR-K,1333,San Fernando,Catamarca,Belen,El formato del id de municipio no coincide con la provincia
,AR-Z,1608,Puerto Santa Cruz,Santa Cruz,Corpen Aike,El formato del id de municipio no coincide con la provincia
,AR-E,1435,Aranguren,Entre Rios,Nogoya,El formato del id de municipio no coincide con la provincia
,AR-Q,1559,Paso Aguerre,Neuquen,Picun Leufu,El formato del id de municipio no coincide con la provincia
,AR-S,1684,Rosario,Santa Fe,Rosario,El formato del id de municipio no coincide con la provincia
,AR-J,1582,Caucete,San Juan,Caucete,El formato del id de municipio no coincide con la provincia
,AR-R,1573,San Javier,Rio Negro,Adolfo Alsina,El formato del id de municipio no coincide con la provincia
,AR-J,1588,Rawson,San Juan,Rawson,El formato del id de municipio no coincide con la provincia
,AR-W,1424,Felipe Yofre,Corrientes,Mercedes,El formato del id de municipio no coincide con la provincia
,AR-B,1275,Marcos Paz,Buenos Aires,Marcos Paz,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Tancacha,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Laguna Paiva,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-B,1235,Florentino Ameghino,Buenos Aires,Florentino Ameghino,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Los Zorros,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-N,1544,Colonia Wanda,Misiones,Iguazu,El formato del id de municipio no coincide con la provincia
,AR-U,1368,Carrenleufu,Chubut,Languineo,El formato del id de municipio no coincide con la provincia
,AR-R,1569,Ingeniero Luis A. Huergo,Rio Negro,General Roca,El formato del id de municipio no coincide con la provincia
,AR-W,1414,San Roque,Corrientes,San Roque,El formato del id de municipio no coincide con la provincia
,AR-B,1291,Pilar,Buenos Aires,Pilar,El formato del id de municipio no coincide con la provincia
,AR-B,1291,Pilar,Buenos Aires,Pilar,El formato del id de municipio no coincide con la provincia
,AR-T,1643,Monteros,Tucuman,Monteros,El formato del id de municipio no coincide con la provincia
,AR-X,1396,Villa Giardino,Cordoba,Punilla,El formato del id de municipio no coincide con la provincia
,AR-F,1511,Rosario Vera Penaloza,La Rioja,Rosario Vera Penaloza,El formato del id de municipio no coincide con la provincia
,AR-F,1512,San Blas de los Sauces,La Rioja,San Blas de los Sauces,El formato del id de municipio no coincide con la provincia
,AR-U,1368,Paso del Sapo,Chubut,Languineo,El formato del id de municipio no coincide con la provincia
,AR-X,1394,Rio Primero,Cordoba,Rio Primero,El formato del id de municipio no coincide con la provincia
,AR-S,1683,Diego de Alvear,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
,AR-A,1668,Pichanal,Salta,Oran,El formato del id de municipio no coincide con la provincia
,AR-E,1444,General Campos,Entre Rios,San Salvador,El formato del id de municipio no coincide con la provincia
,AR-H,1284,Las Brenas,Chaco,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-Y,1462,El Condor,Jujuy,Yavi,El formato del id de municipio no coincide con la provincia
,AR-A,1682,San Antonio de los Cobres,Salta,Los Andes,El formato del id de municipio no coincide con la provincia
,AR-X,1384,Monte Lena,Cordoba,Union,El formato del id de municipio no coincide con la provincia
,AR-X,1395,Canada de Rio Pinto,Cordoba,Ischilin,El formato del id de municipio no coincide con la provincia
,AR-S,1683,Rufino,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
,AR-S,1683,Rufino,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
,AR-S,1683,Rufino,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
,AR-S,1701,Villa Minetti,Santa Fe,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Bella Italia,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-E,1441,Villa Elisa,Entre Rios,Colon,El formato del id de municipio no coincide con la provincia
,AR-G,1617,La Canada,Santiago del Estero,Figueroa,El formato del id de municipio no coincide con la provincia
,AR-A,1677,La Poma,Salta,La Poma,El formato del id de municipio no coincide con la provincia
,AR-G,1626,Colonia Tinco,Santiago del Estero,Rio Hondo,El formato del id de municipio no coincide con la provincia
,AR-X,1391,La Cruz,Cordoba,Calamuchita,El formato del id de municipio no coincide con la provincia
,AR-W,1425,Santo Tome,Corrientes,Santo Tome,El formato del id de municipio no coincide con la provincia
,AR-Q,1560,Junin de los Andes,Neuquen,Huiliches,El formato del id de municipio no coincide con la provincia
,AR-S,1695,Lanteri,Santa Fe,General Obligado,El formato del id de municipio no coincide con la provincia
,AR-G,1639,Villa Ojo de Agua,Santiago del Estero,Ojo de Agua,El formato del id de municipio no coincide con la provincia
,AR-R,1568,Mencue,Rio Negro,El Cuy,El formato del id de municipio no coincide con la provincia
,AR-S,1690,San Justo,Santa Fe,San Justo,El formato del id de municipio no coincide con la provincia
,AR-E,1442,Concordia,Entre Rios,Concordia,El formato del id de municipio no coincide con la provincia
,AR-E,1442,Concordia,Entre Rios,Concordia,El formato del id de municipio no coincide con la provincia
,AR-S,1687,Ricardone,Santa Fe,San Lorenzo,El formato del id de municipio no coincide con la provincia
,AR-Y,1468,Palma Sola,Jujuy,Santa Barbara,El formato del id de municipio no coincide con la provincia
,AR-H,1346,Avia Terai,Chaco,Independencia,El formato del id de municipio no coincide con la provincia
,AR-U,1377,Rio Pico,Chubut,Tehuelches,El formato del id de municipio no coincide con la provincia
,AR-X,1387,Colonia Vignaud,Cordoba,San Justo,El formato del id de municipio no coincide con la provincia
,AR-T,1651,Villa Benjamin Araoz y el Tajamar,Tucuman,Burruyacu,El formato del id de municipio no coincide con la provincia
,AR-W,1415,La Cruz,Corrientes,San Martin,El formato del id de municipio no coincide con la provincia
,AR-S,1683,Miguel Torres,Santa Fe,General Lopez,El formato del id de municipio no coincide con la provincia
,AR-X,1391,San Ignacio,Cordoba,Calamuchita,El formato del id de municipio no coincide con la provincia
,AR-M,1526,Rivadavia,Mendoza,Rivadavia,El formato del id de municipio no coincide con la provincia
,AR-E,1438,Puerto Ibicuy,Entre Rios,Islas del Ibicuy,El formato del id de municipio no coincide con la provincia
,AR-U,1372,El Hoyo,Chubut,Cushamen,El formato del id de municipio no coincide con la provincia
,AR-F,1497,Arauco,La Rioja,Arauco,El formato del id de municipio no coincide con la provincia
,AR-B,1292,Pinamar,Buenos Aires,Pinamar,El formato del id de municipio no coincide con la provincia
,AR-B,1292,Pinamar,Buenos Aires,Pinamar,El formato del id de municipio no coincide con la provincia
,AR-D,1603,Papagayos,San Luis,Chacabuco,El formato del id de municipio no coincide con la provincia
,AR-Q,1554,Barrancas,Neuquen,Pehuenches,El formato del id de municipio no coincide con la provincia
,AR-U,1370,Camarones,Chubut,Florentino Ameghino,El formato del id de municipio no coincide con la provincia
,AR-B,1236,General Alvarado,Buenos Aires,General Alvarado,El formato del id de municipio no coincide con la provincia
,AR-S,1697,Calchaqui,Santa Fe,Vera,El formato del id de municipio no coincide con la provincia
,AR-W,1415,Yapeyu,Corrientes,San Martin,El formato del id de municipio no coincide con la provincia
,AR-M,1525,Mendoza,Mendoza,Capital,El formato del id de municipio no coincide con la provincia
,AR-M,1525,Mendoza,Mendoza,Capital,El formato del id de municipio no coincide con la provincia
,AR-T,1650,Simoca,Tucuman,Simoca,El formato del id de municipio no coincide con la provincia
,AR-H,1357,Coronel Du Graty,Chaco,Mayor Luis Jorge Fontana,El formato del id de municipio no coincide con la provincia
,AR-X,1386,Marcos Juarez,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
,AR-Y,1464,Caspala,Jujuy,Valle Grande,El formato del id de municipio no coincide con la provincia
,AR-A,1663,Payogasta,Salta,Cachi,El formato del id de municipio no coincide con la provincia
,AR-N,1541,Caraguatay,Misiones,Montecarlo,El formato del id de municipio no coincide con la provincia
,AR-K,1334,Huillapima,Catamarca,Capayan,El formato del id de municipio no coincide con la provincia
,AR-S,1690,Colonia Esther,Santa Fe,San Justo,El formato del id de municipio no coincide con la provincia
,AR-B,1220,Chascomus,Buenos Aires,Chascomus,El formato del id de municipio no coincide con la provincia
,AR-H,1719,Presidencia Roque Saenz Pena,Chaco,Comandante Fernandez,El formato del id de municipio no coincide con la provincia
,AR-L,1480,Anguil,La Pampa,Capital,El formato del id de municipio no coincide con la provincia
,AR-M,1515,General Alvear,Mendoza,General Alvear,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Sunchales,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-Q,1550,Aguada San Roque,Neuquen,Anelo,El formato del id de municipio no coincide con la provincia
,AR-A,1667,Chicoana,Salta,Chicoana,El formato del id de municipio no coincide con la provincia
,AR-X,1386,Isla Verde,Cordoba,Marcos Juarez,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-X,1388,Rio Tercero,Cordoba,Tercero Arriba,El formato del id de municipio no coincide con la provincia
,AR-T,1651,Burruyacu,Tucuman,Burruyacu,El formato del id de municipio no coincide con la provincia
,AR-W,1425,Gobernador Agronomo Valentin Virasoro,Corrientes,Santo Tome,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Egusquiza,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-P,1458,Laguna Yema,Formosa,Bermejo,El formato del id de municipio no coincide con la provincia
,AR-G,1627,San Pedro de Guasayan,Santiago del Estero,Guasayan,El formato del id de municipio no coincide con la provincia
,AR-R,1566,Arroyo los Berros,Rio Negro,Valcheta,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Rafaela,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-K,1336,Los Varela,Catamarca,Ambato,El formato del id de municipio no coincide con la provincia
,AR-J,1584,Iglesia,San Juan,Iglesia,El formato del id de municipio no coincide con la provincia
,AR-U,1379,Los Altares,Chubut,Paso de Indios,El formato del id de municipio no coincide con la provincia
,AR-U,1373,Comodoro Rivadavia,Chubut,Escalante,El formato del id de municipio no coincide con la provincia
,AR-Q,1552,Manzano Amargo,Neuquen,Minas,El formato del id de municipio no coincide con la provincia
,AR-K,1336,Las Juntas,Catamarca,Ambato,El formato del id de municipio no coincide con la provincia
,AR-R,1572,Rincon Treneta,Rio Negro,Nueve de Julio,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Susana,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-V,1641,Rio Grande,Tierra del Fuego,Rio Grande,El formato del id de municipio no coincide con la provincia
,AR-D,1601,Carolina,San Luis,Coronel Pringles,El formato del id de municipio no coincide con la provincia
,AR-L,1496,Toay,La Pampa,Toay,El formato del id de municipio no coincide con la provincia
,AR-L,1496,Toay,La Pampa,Toay,El formato del id de municipio no coincide con la provincia
,AR-Y,1470,Rinconada,Jujuy,Rinconada,El formato del id de municipio no coincide con la provincia
,AR-N,1540,Puerto Leoni,Misiones,Libertador General San Martin,El formato del id de municipio no coincide con la provincia
,AR-H,1352,Pampa Almiron,Chaco,Libertador General San Martin,El formato del id de municipio no coincide con la provincia
,AR-X,1384,Justiniano Posse,Cordoba,Union,El formato del id de municipio no coincide con la provincia
,AR-S,1692,Armstrong,Santa Fe,Belgrano,El formato del id de municipio no coincide con la provincia
,AR-B,1310,San Isidro,Buenos Aires,San Isidro,El formato del id de municipio no coincide con la provincia
,AR-B,1310,San Isidro,Buenos Aires,San Isidro,El formato del id de municipio no coincide con la provincia
,AR-X,1400,Villa del Totoral,Cordoba,Totoral,El formato del id de municipio no coincide con la provincia
,AR-E,1441,Ubajay,Entre Rios,Colon,El formato del id de municipio no coincide con la provincia
,AR-N,1539,Guarani,Misiones,Obera,El formato del id de municipio no coincide con la provincia
,AR-F,1505,General Juan Facundo Quiroga,La Rioja,General Juan Facundo Quiroga,El formato del id de municipio no coincide con la provincia
,AR-F,1507,General Ocampo,La Rioja,General Ortiz de Ocampo,El formato del id de municipio no coincide con la provincia
,AR-T,1647,Alto Verde y los Gucheas,Tucuman,Chicligasta,El formato del id de municipio no coincide con la provincia
,AR-A,1670,Rio Piedras,Salta,Metan,El formato del id de municipio no coincide con la provincia
,AR-U,1372,Gualjaina,Chubut,Cushamen,El formato del id de municipio no coincide con la provincia
,AR-B,1243,General las Heras,Buenos Aires,General las Heras,El formato del id de municipio no coincide con la provincia
,AR-B,1243,General las Heras,Buenos Aires,General las Heras,El formato del id de municipio no coincide con la provincia
,AR-B,1243,General las Heras,Buenos Aires,General las Heras,El formato del id de municipio no coincide con la provincia
,AR-X,1398,Pozo del Molle,Cordoba,Rio Segundo,El formato del id de municipio no coincide con la provincia
,AR-S,1691,Chabas,Santa Fe,Caseros,El formato del id de municipio no coincide con la provincia
,AR-B,1319,Tordillo,Buenos Aires,Tordillo,El formato del id de municipio no coincide con la provincia
,AR-X,1402,Las Palmas,Cordoba,Pocho,El formato del id de municipio no coincide con la provincia
,AR-H,1360,General Vedia,Chaco,Bermejo,El formato del id de municipio no coincide con la provincia
,AR-A,1665,Rosario de Lerma,Salta,Rosario de Lerma,El formato del id de municipio no coincide con la provincia
,AR-A,1665,Rosario de Lerma,Salta,Rosario de Lerma,El formato del id de municipio no coincide con la provincia
,AR-N,1542,Nueve de Julio,Misiones,Eldorado,El formato del id de municipio no coincide con la provincia
,AR-P,1450,Buena Vista,Formosa,Pilagas,El formato del id de municipio no coincide con la provincia
,AR-K,1344,Santa Maria,Catamarca,Santa Maria,El formato del id de municipio no coincide con la provincia
,AR-T,1647,Gastona y Belicha,Tucuman,Chicligasta,El formato del id de municipio no coincide con la provincia
,AR-W,1418,Colonia Santa Rosa,Corrientes,Concepcion,El formato del id de municipio no coincide con la provincia
,AR-X,1382,Sampacho,Cordoba,Rio Cuarto,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Josefina,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-W,1428,San Miguel,Corrientes,San Miguel,El formato del id de municipio no coincide con la provincia
,AR-S,1696,Totoras,Santa Fe,Iriondo,El formato del id de municipio no coincide con la provincia
,AR-X,1387,Colonia las Pichanas,Cordoba,San Justo,El formato del id de municipio no coincide con la provincia
,AR-D,1598,Zanjitas,San Luis,Juan Martin de Pueyrredon,El formato del id de municipio no coincide con la provincia
,AR-S,1689,Angelica,Santa Fe,Castellanos,El formato del id de municipio no coincide con la provincia
,AR-N,1541,Puerto Piray,Misiones,Montecarlo,El formato del id de municipio no coincide con la provincia
,AR-G,1624,Colonia Alpina,Santiago del Estero,Rivadavia,El formato del id de municipio no coincide con la provincia
,AR-A,1674,Isla de Canas,Salta,Iruya,El formato del id de municipio no coincide con la provincia
,AR-G,1624,Selva,Santiago del Estero,Rivadavia,El formato del id de municipio no coincide con la provincia
,AR-W,1421,Perugorria,Corrientes,Curuzu Cuatia,El formato del id de municipio no coincide con la provincia
,AR-Q,1555,El Cholar,Neuquen,Norquin,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Santa Fe,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Santa Fe,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Santa Fe,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Santa Fe,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-S,1694,Santa Fe,Santa Fe,La Capital,El formato del id de municipio no coincide con la provincia
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo,El formato del id de municipio no coincide con la provincia
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo,El formato del id de municipio no coincide con la provincia
,AR-G,1626,Termas de Rio Hondo,Santiago del Estero,Rio Hondo,El formato del id de municipio no coincide con la provincia
,AR-R,1567,El Cain,Rio Negro,Veinticinco de Mayo,El formato del id de municipio no coincide con la provincia
,AR-S,1688,San Javier,Santa Fe,San Javier,El formato del id de municipio no coincide con la provincia
,AR-K,1335,Tapso,Catamarca,El Alto,El formato del id de municipio no coincide con la provincia
,AR-U,1367,Aldea Apeleg,Chubut,Rio Senguer,El formato del id de municipio no coincide con la provincia
,AR-S,1695,Malabrigo,Santa Fe,General Obligado,El formato del id de municipio no coincide con la provincia
,AR-S,1695,Malabrigo,Santa Fe,General Obligado,El formato del id de municipio no coincide con la provincia
,AR-Q,1559,Picun Leufu,Neuquen,Picun Leufu,El formato del id de municipio no coincide con la provincia
,AR-R,1566,Sierra Paileman,Rio Negro,Valcheta,El formato del id de municipio no coincide con la provincia
,AR-B,1312,San Nicolas de los Arroyos,Buenos Aires,San Nicolas,El formato del id de municipio no coincide con la provincia
,AR-M,1528,San Martin,Mendoza,San Martin,El formato del id de municipio no coincide con la provincia
,AR-X,1383,Saldan,Cordoba,Colon,El formato del id de municipio no coincide con la provincia
,AR-X,1383,Saldan,Cordoba,Colon,El formato del id de municipio no coincide con la provincia
,AR-B,1327,Villa Gesell,Buenos Aires,Villa Gesell,El formato del id de municipio no coincide con la provincia
,AR-B,1327,Villa Gesell,Buenos Aires,Villa Gesell,El formato del id de municipio no coincide con la provincia
,AR-B,1277,Merlo,Buenos Aires,Merlo,El formato del id de municipio no coincide con la provincia
,AR-B,1277,Merlo,Buenos Aires,Merlo,El formato del id de municipio no coincide con la provincia
,AR-B,1277,Merlo,Buenos Aires,Merlo,El formato del id de municipio no coincide con la provincia
,AR-B,1277,Merlo,Buenos Aires,Merlo,El formato del id de municipio no coincide con la provincia
,AR-B,1277,Merlo,Buenos Aires,Merlo,El formato del id de municipio no coincide con la provincia
,AR-Q,1556,Senillosa,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche,El formato del id de municipio no coincide con la provincia
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche,El formato del id de municipio no coincide con la provincia
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche,El formato del id de municipio no coincide con la provincia
,AR-R,1574,San Carlos de Bariloche,Rio Negro,Bariloche,El formato del id de municipio no coincide con la provincia
,AR-B,1204,Balcarce,Buenos Aires,Balcarce,El formato del id de municipio no coincide con la provincia
,AR-E,1434,Diamante,Entre Rios,Diamante,El formato del id de municipio no coincide con la provincia
,AR-E,1434,Diamante,Entre Rios,Diamante,El formato del id de municipio no coincide con la provincia
,AR-E,1434,Diamante,Entre Rios,Diamante,El formato del id de municipio no coincide con la provincia
,AR-N,1542,Eldorado,Misiones,Eldorado,El formato del id de municipio no coincide con la provincia
,AR-E,1439,Hernandarias,Entre Rios,Parana,El formato del id de municipio no coincide con la provincia
,AR-X,1384,Morrison,Cordoba,Union,El formato del id de municipio no coincide con la provincia
,AR-X,1384,Morrison,Cordoba,Union,El formato del id de municipio no coincide con la provincia
,AR-R,1574,Dina Huapi,Rio Negro,Bariloche,El formato del id de municipio no coincide con la provincia
,AR-P,1451,Clorinda,Formosa,Pilcomayo,El formato del id de municipio no coincide con la provincia
,AR-X,1394,La Posta,Cordoba,Rio Primero,El formato del id de municipio no coincide con la provincia
,AR-X,1383,Unquillo,Cordoba,Colon,El formato del id de municipio no coincide con la provincia
,AR-X,1383,Unquillo,Cordoba,Colon,El formato del id de municipio no coincide con la provincia
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez,El formato del id de municipio no coincide con la provincia
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez,El formato del id de municipio no coincide con la provincia
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez,El formato del id de municipio no coincide con la provincia
,AR-B,1248,General Rodriguez,Buenos Aires,General Rodriguez,El formato del id de municipio no coincide con la provincia
,AR-U,1367,Rio Mayo,Chubut,Rio Senguer,El formato del id de municipio no coincide con la provincia
,AR-B,1280,Moreno,Buenos Aires,Moreno,El formato del id de municipio no coincide con la provincia
,AR-S,1684,Arroyo Seco,Santa Fe,Rosario,El formato del id de municipio no coincide con la provincia
,AR-X,1389,Alta Gracia,Cordoba,Santa Maria,El formato del id de municipio no coincide con la provincia
,AR-X,1389,Alta Gracia,Cordoba,Santa Maria,El formato del id de municipio no coincide con la provincia
,AR-B,1212,Campana,Buenos Aires,Campana,El formato del id de municipio no coincide con la provincia
,AR-X,1394,Monte Cristo,Cordoba,Rio Primero,El formato del id de municipio no coincide con la provincia
,AR-B,1196,Adolfo Gonzales Chaves,Buenos Aires,Adolfo Gonzales Chaves,El formato del id de municipio no coincide con la provincia
,AR-B,1289,Pergamino,Buenos Aires,Pergamino,El formato del id de municipio no coincide con la provincia
,AR-B,1289,Pergamino,Buenos Aires,Pergamino,El formato del id de municipio no coincide con la provincia
,AR-B,1289,Pergamino,Buenos Aires,Pergamino,El formato del id de municipio no coincide con la provincia
,AR-B,1289,Pergamino,Buenos Aires,Pergamino,El formato del id de municipio no coincide con la provincia
,AR-B,1247,General Pueyrredon,Buenos Aires,General Pueyrredon,El formato del id de municipio no coincide con la provincia
,AR-B,1247,General Pueyrredon,Buenos Aires,General Pueyrredon,El formato del id de municipio no coincide con la provincia
,AR-X,1391,Los Condores,Cordoba,Calamuchita,El formato del id de municipio no coincide con la provincia
,AR-B,1209,Bolivar,Buenos Aires,Bolivar,El formato del id de municipio no coincide con la provincia
,AR-B,1293,Presidente Peron,Buenos Aires,Presidente Peron,El formato del id de municipio no coincide con la provincia
,AR-B,1229,Ensenada,Buenos Aires,Ensenada,El formato del id de municipio no coincide con la provincia
,AR-X,1393,Villa Maria,Cordoba,General San Martin,El formato del id de municipio no coincide con la provincia
,AR-B,1244,General Lavalle,Buenos Aires,General Lavalle,El formato del id de municipio no coincide con la provincia
,AR-Y,1471,Palpala,Jujuy,Palpala,El formato del id de municipio no coincide con la provincia
,AR-E,1437,Piedras Blancas,Entre Rios,La Paz,El formato del id de municipio no coincide con la provincia
,AR-S,1698,El Trebol,Santa Fe,San Martin,El formato del id de municipio no coincide con la provincia
,AR-B,1219,Chacabuco,Buenos Aires,Chacabuco,El formato del id de municipio no coincide con la provincia
,AR-E,1433,Gualeguaychu,Entre Rios,Gualeguaychu,El formato del id de municipio no coincide con la provincia
,AR-E,1444,San Salvador,Entre Rios,San Salvador,El formato del id de municipio no coincide con la provincia
,AR-B,1300,Rojas,Buenos Aires,Rojas,El formato del id de municipio no coincide con la provincia
,AR-B,1300,Rojas,Buenos Aires,Rojas,El formato del id de municipio no coincide con la provincia
,AR-B,1300,Rojas,Buenos Aires,Rojas,El formato del id de municipio no coincide con la provincia
,AR-A,1676,San Jose de los Cerrillos,Salta,Cerrillos,El formato del id de municipio no coincide con la provincia
,AR-L,1481,Trenel,La Pampa,Trenel,El formato del id de municipio no coincide con la provincia
